total price NTD,the unit price (NTD / square meter),main building area,auxiliary building area,balcony area,property age,distance to city center,area (square meters)
8490000,106927.0,44.52,1.89,5.53,17,22.209186089282067,79.39996446173558
14450000,93534.0,75.48,1.99,9.7,44,25.519778816273064,154.4892766266812
8780000,100746.0,47.73,3.62,5.61,28,4.121918245049901,87.14986202926171
8030000,99344.0,43.63,3.56,5.61,30,26.355100238321167,80.83024641649219
17190000,87444.0,90.96,2.9,17.56,29,19.46630412662047,196.58295594895017
9420000,99472.0,52.75,3.56,5.61,46,21.266410986586028,94.70001608492842
8350000,105164.0,44.52,1.89,5.53,6,27.363408104438967,79.39979460651934
11880000,101224.0,59.04,3.86,8.1,35,18.930457495775908,117.3634711135699
9130000,104762.0,47.73,3.62,5.61,41,10.408042785920134,87.14992077279929
17420000,85837.0,91.58,6.65,17.05,37,24.840666276968463,202.94278691007375
12180000,90047.0,67.8,3.83,9.62,24,11.21024675975517,135.26269614756737
18410000,94012.0,90.96,2.9,17.56,29,1.509729269205609,195.82606475769052
15910000,79937.0,90.96,2.9,17.56,49,25.004307943674867,199.03173749327595
21580000,104725.0,97.18,2.87,18.52,46,10.68316827399763,206.06349964191932
17480000,88558.0,90.96,2.9,17.56,31,23.32811843443954,197.3847647869193
10670000,103379.0,52.75,3.56,5.61,35,11.20135789264539,103.21245127153483
17850000,87708.0,91.58,6.65,17.05,33,25.901506589254286,203.51621288822
11760000,100120.0,59.04,3.86,8.1,21,6.975560489888282,117.45904914103076
25000000,108291.0,124.84,1.53,13.66,32,29.24914432336666,230.8594435363973
17170000,114033.0,76.44,2.85,11.04,23,23.502883856246907,150.5704489051415
24350000,119027.0,97.18,2.87,18.52,33,3.8700188146517065,204.57543246490292
7680000,137487.0,29.91,2.5,4.01,3,17.190410289013535,55.85982674725611
13040000,142249.0,48.1,1.69,9.97,18,29.568335711131173,91.67024021258497
16460000,115728.0,76.44,2.85,11.04,25,14.396430854467525,142.23005668463983
19500000,127601.0,76.44,2.85,11.04,42,5.872160595236706,152.8201189645849
8480000,138336.0,29.44,0.46,10.07,31,14.800961830935211,61.3000231320842
7960000,129853.0,29.44,0.46,10.07,3,15.617500848516688,61.300085481274984
27950000,119135.0,109.61,2.63,24.06,40,22.379764854745634,234.60779787635875
25900000,128871.0,100.61,2.82,13.45,46,21.11595266824668,200.97616996841802
22500000,111246.0,96.08,10.71,16.29,24,12.375226286110927,202.25446308181867
19580000,120670.0,72.39,8.94,16.36,50,6.931681671075552,162.26071103008204
6310000,102936.0,29.44,0.46,10.07,32,19.52909794919522,61.30022538276211
14000000,85681.0,75.53,10.95,9.78,47,12.940266069321813,163.39678575180028
10790000,56376.0,88.33,2.25,12.18,22,4.402148228197246,191.39350078047397
17000000,91469.0,84.13,9.89,15.04,23,27.066882886473376,185.85531710196898
5870000,55125.0,42.45,1.22,4.55,2,20.891044799484803,106.48526077097506
5110000,47026.0,42.76,1.38,4.45,27,20.653923765141702,108.66329264662102
5460000,49346.0,42.39,1.03,4.55,42,24.76622433939438,110.64726624245127
5560000,50946.0,42.44,1.5,4.55,2,16.12501952032489,109.13516272131277
3780000,43578.0,37.25,1.3,4.69,26,24.544105637872484,86.74101610904584
7770000,86410.0,52.48,1.3,4.85,17,15.19367722857467,89.92014813100336
5270000,48777.0,42.37,1.13,4.55,40,2.4816742975134476,108.04272505484143
4480000,43350.0,40.35,1.3,4.7,33,12.454818596816818,103.34486735870819
6850000,97745.0,39.4,1.46,4.81,9,15.175214372406773,70.08031101335106
5470000,50612.0,42.45,1.13,5.36,43,21.745976158152725,108.07713585710898
6880000,109641.0,33.95,2.5,4.46,48,3.6440725387958937,62.750248538411725
10110000,53402.0,88.33,2.25,12.18,39,4.630546890483245,189.31875210666269
11720000,72374.0,80.23,2.8,8.14,29,8.278672177721184,161.93660706883688
11500000,71515.0,80.23,2.8,8.14,42,8.361702604441025,160.80542543522338
7390000,88769.0,44.42,1.4,8.46,26,22.09944506454234,83.24978314501683
11380000,70612.0,80.23,2.85,8.14,35,7.896554486567134,161.16240865575256
12880000,74440.0,79.88,11.48,9.63,50,19.176392869044705,173.02525523911876
4640000,46829.0,42.44,1.5,4.55,25,15.081078579079007,99.08390100151615
4080000,42907.0,42.45,1.37,4.55,24,17.41218415629232,95.08937935534995
4500000,46476.0,42.45,1.22,4.55,13,25.224155413759725,96.82416731216111
4380000,90890.0,29.44,0.46,1.51,7,12.429254295696216,48.19011992518429
13500000,77333.0,79.16,11.39,9.78,36,23.24188562339598,174.5697179729223
11780000,72803.0,80.23,2.8,8.14,45,12.950063756745276,161.8065189621307
7760000,88282.0,49.81,1.34,6.16,20,10.93920560855686,87.90013819351623
7250000,83545.0,49.08,1.34,6.16,1,28.779501730740005,86.77957986713747
8940000,47622.0,87.6,2.47,12.15,8,5.9389421600294146,187.72836084162782
7600000,86462.0,49.81,1.34,6.16,46,3.1649403370394324,87.89988665540932
7850000,87300.0,52.48,1.3,4.85,16,23.244084803296616,89.91981672394043
5080000,46640.0,42.76,1.38,4.45,14,2.513366307945702,108.91938250428817
4090000,45911.0,38.49,2.42,4.74,12,25.193830225739365,89.08540436932326
16280000,99914.0,71.08,1.42,26.58,23,13.397205192538683,162.94012851051906
16500000,100704.0,71.08,1.42,26.58,15,27.507653480111465,163.8465204957102
6570000,104701.0,33.95,2.5,4.46,28,21.785219403096217,62.75011699983763
9350000,48688.0,88.33,2.25,12.18,34,18.50693767673475,192.0391061452514
4870000,45227.0,42.76,1.38,4.45,2,28.504550513204087,107.67904128065094
7630000,79554.0,44.43,3.09,3.95,32,12.201156505035602,95.90969655831259
4750000,45754.0,40.35,1.1,4.7,23,28.645564627919175,103.81605979805045
4450000,47068.0,40.35,1.14,4.7,22,4.482537683925605,94.54406390753803
14500000,85120.0,77.8,11.22,9.78,25,14.770770787006176,170.34774436090225
7390000,44438.0,72.61,2.68,11.28,22,8.462381060569749,166.29911337143886
6100000,99511.0,29.44,0.46,10.07,22,16.425361977791706,61.299755805890804
11680000,72803.0,80.23,2.8,8.14,49,5.2794093978017465,160.4329491916542
4650000,45730.0,40.35,1.14,4.7,42,25.32512497914628,101.68379619505795
4560000,89640.0,27.87,1.73,3.56,6,25.469031554779438,50.870147255689425
4580000,90033.0,27.87,1.73,3.56,15,28.67947122534263,50.87023646885031
5700000,92985.0,29.44,0.46,10.07,43,5.062828156055469,61.30020971124375
7520000,85552.0,49.81,1.34,6.16,37,18.888310251697227,87.8997568730129
6200000,110992.0,29.91,2.5,4.01,33,14.490000606660903,55.8598817932824
5550000,115241.0,25.31,2.5,3.59,8,10.65932009530488,48.15994307581503
6200000,110992.0,29.91,2.5,4.01,44,10.870434753459456,55.8598817932824
6500000,99800.0,35.5,2.5,4.46,44,12.677409742899192,65.13026052104209
8530000,93051.0,48.1,1.69,9.97,5,21.295303715824115,91.67015937496642
6500000,99800.0,35.5,2.5,4.46,39,18.14943871891056,65.13026052104209
8720000,45627.0,87.6,2.47,12.15,4,14.060604626453369,191.11491003134108
6190000,47364.0,60.14,2.19,4.92,6,2.7400356059038518,130.68997550882526
6180000,47270.0,60.14,2.19,4.92,45,2.7940776503292337,130.73831182568225
6500000,48342.0,72.3,2.77,10.57,32,0.5690120234604586,134.45864879400935
3940000,43003.0,37.25,1.3,4.69,30,29.04713195210905,91.62151477803874
8480000,44446.0,87.6,2.47,12.15,47,0.654987647472355,190.79332223372182
5700000,42759.0,60.14,2.19,4.92,35,3.541265507405474,133.30526906616151
4100000,45151.0,41.8,0.94,4.7,40,9.78059842587762,90.8064051737503
5310000,43789.0,60.14,2.19,4.92,16,24.319192428594455,121.26333097353216
6120000,46706.0,60.14,2.19,4.92,13,28.88191418004147,131.03241553547724
3180000,42794.0,40.35,1.1,4.7,50,23.805399984359756,74.30948263775295
3970000,43815.0,39.75,1.41,4.7,42,20.871526857146396,90.60823918749287
15800000,220547.0,52.91,1.89,7.92,30,15.878369688700298,71.64005858161752
10743000,205686.0,29.54,1.02,3.99,19,3.0578037499344166,52.23009830518363
10666000,205868.0,29.54,0.72,3.99,17,28.766038393615947,51.80989760429013
2000000,37800.0,41.88,0.88,3.75,19,22.872576211397604,52.91005291005291
9000000,106926.0,68.82,13.41,1.95,28,19.349006867360725,84.17036081028
9800000,80381.0,50.3,4.28,4.96,26,22.89155744339607,121.9193590525124
25500000,173351.0,102.58,1.16,13.17,37,21.861048213557588,147.1003916908469
6000000,40107.0,103.73,0.87,13.21,26,19.298331603789862,149.5998204802154
30300000,162145.0,85.94,3.26,8.91,23,29.427015605309652,186.8697770514046
11000000,91499.0,75.54,9.71,8.13,9,27.149232472762737,120.21989311358594
34000000,93533.0,147.74,12.74,18.64,12,19.57661511395632,363.50806667165597
4600000,127849.0,28.48,1.43,2.48,1,20.94866873797928,35.9799450914751
32380000,254160.0,82.6,1.86,7.24,1,2.022076296431945,127.40006295247089
7500000,109826.0,51.6,0.67,5.42,47,20.262565204226156,68.28984029282684
19680000,167162.0,83.41,1.25,10.0,34,1.8028804124479552,117.7301061245977
1800000,34247.0,35.42,0.43,3.98,32,17.853780830612966,52.55934826408153
11500000,122324.0,48.14,1.09,4.06,48,29.980928237192128,94.01262221640889
16500000,106337.0,88.47,3.15,9.08,25,16.8962941523968,155.16706320471707
13860000,215854.0,34.78,1.64,3.32,40,14.459698483399336,64.21006791627674
12150000,99046.0,84.19,1.06,9.99,45,9.729218266914833,122.67027441794721
52580000,202772.0,130.46,3.2,23.85,1,4.055416074200701,259.3060185824473
8600000,193345.0,23.03,2.67,3.62,16,22.06519830801931,44.48007447826424
16000000,122277.0,86.34,3.25,10.79,39,6.181671319676098,130.85044611823974
19180000,179731.0,51.27,8.6,5.51,5,3.900819626794889,106.7150352471193
15000000,92513.0,101.44,2.83,13.58,22,12.941998462050119,162.1393750067558
22844711,155410.0,79.82,2.73,5.27,29,23.962584219793374,146.99640306286597
17190989,149361.0,59.14,1.38,5.34,3,22.479404169546502,115.09690615354745
12544461,85338.0,79.82,2.73,5.27,12,2.11903713207101,146.99736342543767
10154115,88144.0,59.14,1.38,5.34,26,13.926738708566605,115.19916273370848
2880000,53993.0,27.59,0.63,6.14,16,15.911819994099483,53.340247809901285
13000000,127364.0,72.75,1.67,11.15,37,19.514126193461752,102.06965861624948
8850000,133323.0,49.45,0.38,4.54,22,19.679936838075232,66.38014446119574
32300000,171871.0,97.8,5.08,10.23,29,11.258568858990524,187.93164640922552
23000000,149399.0,81.3,0.64,15.2,14,17.039977223103662,153.95016030897128
24370000,149722.0,92.75,2.12,5.28,28,14.69132557340055,162.7683306394518
12150000,133414.0,60.24,1.99,4.08,5,26.607451517436793,91.06990270886114
3260000,55161.0,45.52,0.6,3.49,47,16.142821412729553,59.099726255869186
5900000,55332.0,72.41,0.86,9.21,49,13.510448771570768,106.62907539940721
6000000,77590.0,65.08,0.62,7.09,30,12.432320765614596,77.32955277741976
9000000,61741.0,113.65,11.57,13.75,46,17.38661890328724,145.77023371827474
12300000,88748.0,74.99,5.38,4.86,5,24.21732089232648,138.59467255600126
14800000,91768.0,86.31,6.1,4.62,12,16.38284396623323,161.27626187777875
11880000,138964.0,65.75,6.37,6.6,16,20.018827664875975,85.48976713393397
14980000,170053.0,63.44,1.19,9.44,26,22.26674512374249,88.09018364862719
31000000,207789.0,69.16,5.03,4.59,26,15.84495924142259,149.18980311758563
23000000,153336.0,82.24,4.73,5.89,48,13.0911031713185,149.99739134971566
2440000,55976.0,23.52,0.51,2.21,21,26.361628646942258,43.59011004716307
15000000,158977.0,47.09,4.35,5.45,39,12.816429478822817,94.35327122791347
41700000,126675.0,157.41,1.89,19.22,36,14.127314091979834,329.1888691533452
14000000,124788.0,65.72,2.9,6.33,33,29.715068743582425,112.1902747059012
12000000,82993.0,89.77,3.75,9.68,30,0.507006945488595,144.59050763317387
37000000,206945.0,87.1,8.51,8.35,37,5.971450832513312,178.791466331634
19800000,161725.0,65.42,2.84,4.44,23,11.82693475263191,122.43005101252126
23500000,146354.0,82.86,1.72,11.67,10,28.01140232804496,160.5695778728289
9000000,73789.0,82.53,1.02,9.28,5,2.5658763195503953,121.969399232948
18000000,162045.0,74.95,1.11,7.08,36,0.7798202920406931,111.08025548458761
12880000,143772.0,42.77,4.14,3.32,34,2.0541731613282432,89.58628940266533
14500000,175163.0,44.28,6.4,6.16,31,3.1120306131017355,82.78003916352198
24700000,171298.0,80.32,4.11,10.37,10,1.6091048095846956,144.1931604572149
10200000,71120.0,86.04,1.7,9.95,19,14.65354914226689,143.4195725534308
8900000,57886.0,88.97,4.88,9.51,32,17.632337613206168,153.75047507169265
14150000,91067.0,85.28,4.33,10.57,1,8.51476564653562,155.3801047580353
14860000,131411.0,58.72,0.63,7.49,5,12.249477827281249,113.08033574053923
21150000,111875.0,96.12,3.43,12.98,45,3.205130385787189,189.05027932960894
8330000,97575.0,50.4,3.91,5.67,4,10.422928682938451,85.37022802972072
7780000,76215.0,78.46,1.03,9.49,16,15.914316153218431,102.0796431148724
26000000,95898.0,220.4,12.68,38.04,24,22.10201831194703,271.12139982064275
15000000,98078.0,73.89,7.58,5.07,16,0.5987176802678871,152.93949713493342
19500000,84606.0,101.67,10.3,6.38,2,14.28566761286075,230.4801077937735
17180000,206391.0,53.32,2.29,4.12,49,9.261584855419025,83.24006376247026
28660000,171987.0,86.16,5.64,14.15,28,25.65824373991109,166.6405018983993
8500000,75448.0,76.88,1.06,10.31,32,21.608822799410138,112.66037535786236
23500000,107404.0,107.4,1.8,10.67,27,17.878701766891396,218.80004469107297
17850000,119992.0,97.44,1.43,9.15,20,8.67933654805482,148.75991732782185
58880000,234423.0,150.41,8.71,14.18,24,27.355003510697262,251.16989373909556
22100000,131964.0,98.04,2.33,11.14,12,1.830469977999534,167.46991603770726
43800000,195415.0,167.28,3.34,20.69,50,3.7292941610338968,224.13837218227874
20300000,163815.0,51.49,7.61,7.36,35,12.053089145940504,123.92027592100845
27000000,160753.0,82.57,3.93,13.91,33,4.170907940257262,167.95954041293163
10450000,160646.0,39.46,2.21,2.37,33,28.71426307800304,65.04986118546368
12600000,112289.0,47.66,2.89,5.23,43,24.04068500322981,112.21045694591633
8280000,76292.0,90.14,1.71,8.78,37,8.139988222253503,108.53038326430033
8900000,28231.0,244.12,35.57,35.57,12,17.86234975471074,315.2562785590309
9380000,62210.0,83.17,2.54,12.85,3,29.478750194862407,150.77961742485132
15100000,85737.0,87.3,2.49,9.7,1,26.583869854879335,176.11999486802665
18200000,169397.0,73.04,0.95,8.72,33,18.223554170044842,107.4399192429618
16700000,177132.0,60.06,1.1,3.53,40,27.15985703167048,94.27997199828377
11600000,119011.0,58.61,3.14,3.56,10,29.68095483949409,97.46998176639134
19800000,80899.0,186.35,26.36,32.04,43,22.428908275361913,244.74962607696017
8320000,59680.0,79.78,6.25,11.43,44,2.4170990797453737,139.4101876675603
11800000,98614.0,71.14,2.27,10.06,29,12.34661697455188,119.6584663435212
16900000,156207.0,69.73,0.9,7.73,13,25.215859190855742,108.18977382575684
16000000,166147.0,78.19,0.68,7.65,12,7.301791276248061,96.30026422384996
1800000,69231.0,21.07,0.39,2.19,31,25.003954273643426,25.99991333362222
16800000,127360.0,76.29,11.95,9.26,46,4.049993480032381,131.90954773869348
14080000,94352.0,91.83,1.21,9.9,2,1.8848880358604836,149.22842123113446
24000000,134078.0,90.68,3.46,8.91,50,11.830673038991863,179.0002834171154
8500000,75401.0,92.5,1.43,6.46,35,1.583592154085102,112.73060038991525
11300000,95318.0,56.4,1.61,4.49,23,28.739472758008105,118.55053610021193
13000000,132952.0,87.11,1.33,9.34,17,24.87306802592199,97.77964979842349
31500000,194616.0,86.39,6.75,10.16,26,24.122705770331315,161.85719570847206
19110000,139928.0,101.3,3.22,10.15,8,19.078448728386515,136.57023612143388
26800000,155616.0,97.56,3.26,13.07,29,6.881558679578329,172.21879498252108
30880000,120021.0,139.43,4.24,14.89,26,15.788680816953569,257.2883078794544
32800000,191013.0,91.04,2.01,6.1,10,18.11958513669506,171.71606121049354
9500000,60711.0,110.99,4.33,9.24,26,15.98842927537791,156.4790565136466
9250000,93349.0,75.13,0.48,8.14,34,8.176884354570056,99.09050980728234
12400000,67652.0,103.13,5.39,10.07,41,15.699813767284413,183.29095961686278
19850000,149368.0,66.16,10.37,8.42,7,14.989997055624483,132.89325692250014
33100000,181552.0,102.67,1.15,12.81,4,29.891905386298365,182.31691195910813
21750000,201408.0,69.77,1.65,9.24,50,26.974366367363015,107.98975214489991
11300000,84419.0,65.97,9.22,5.95,45,14.169732072360787,133.85612243689218
2440000,55976.0,23.52,0.51,2.21,11,18.876652796586,43.59011004716307
42000000,160464.0,160.58,5.74,16.6,29,22.562212320720743,261.74095124139996
32000000,168599.0,86.65,7.84,7.19,36,1.528522226897835,189.799465002758
13900000,238750.0,36.13,1.62,2.22,25,26.900182516221278,58.21989528795812
18380000,101397.0,93.9,14.08,9.34,21,25.873741084328753,181.26769036559267
10000000,53299.0,118.2,5.31,22.84,36,13.994246884324365,187.62078087769
19000000,156443.0,91.57,4.64,10.67,10,12.039508099371204,121.44998497855448
32300000,168977.0,91.18,10.93,4.56,37,8.552301558261291,191.150274889482
13580000,196243.0,39.64,1.66,3.22,9,14.561966435745868,69.19992050671871
15000000,131752.0,54.66,1.02,4.91,24,1.8091115742304846,113.85026413261279
27000000,141250.0,91.18,10.93,4.56,35,25.639709233736728,191.1504424778761
34700000,141812.0,122.29,4.87,11.71,49,1.5449598683470795,244.69015316052239
24400000,158349.0,77.26,6.73,7.59,35,10.207015278411195,154.09001635627632
12680000,128171.0,80.76,0.53,10.4,48,27.981889905410203,98.93033525524494
20080000,211658.0,61.02,2.71,11.05,36,22.188773308441856,94.87002617430005
14900000,237677.0,38.62,1.2,3.22,18,8.80103333703704,62.69012146736958
14200000,224329.0,45.2,9.05,9.05,49,7.95314827184611,63.299885436122835
9000000,88950.0,77.12,1.68,7.73,39,0.649923124631766,101.1804384485666
24800000,205316.0,63.26,4.58,6.18,32,21.02357163906763,120.78941728847241
25000000,117222.0,112.47,5.41,16.92,24,1.9391156593586063,213.27054648444832
21600000,97622.0,117.07,7.23,9.72,23,16.211774322322483,221.26160086865664
20000000,207182.0,52.17,2.43,4.98,32,28.88259819146547,96.53348263845315
34500000,174863.0,113.94,10.56,10.92,37,3.72933137160639,197.29731275341268
24780000,189502.0,67.3,4.87,7.13,12,26.88715796355799,130.76379141117243
19500000,115878.0,83.96,2.44,10.11,49,29.74852238677892,168.28043286905194
14500000,83530.0,70.0,6.33,11.11,13,2.314752274057434,173.5903268286843
13570000,148696.0,64.45,2.07,2.25,23,26.545734939555107,91.26002044439662
12000000,142012.0,54.02,3.96,7.67,25,15.72433110308669,84.49990141678168
19600000,194560.0,65.27,0.4,8.31,35,27.242154723615112,100.74013157894737
8360000,47662.0,141.63,17.04,12.87,41,17.353908786627436,175.40178758759598
8800000,46993.0,84.59,4.88,11.22,30,20.032304298143657,187.2619326282638
25900000,195693.0,58.37,3.54,4.78,17,16.541477785923277,132.35016071090942
24200000,211188.0,60.46,2.71,16.39,49,26.00253996906678,114.58984411993106
20550000,220012.0,50.32,2.06,2.43,20,22.1503426091342,93.40399614566478
13500000,118660.0,77.49,1.68,8.13,48,15.87717920932224,113.77043654137873
21700000,165586.0,75.33,2.76,10.18,25,26.110743719520634,131.04972642614715
23500000,197077.0,74.27,1.45,3.71,22,7.735923201532369,119.24273253601385
12770000,88087.0,67.39,4.07,3.03,13,5.141549461224516,144.97031344012169
33680000,234584.0,77.15,7.51,8.05,19,5.231803107237127,143.5733042321727
17000000,227929.0,43.39,4.44,2.44,49,10.353261922984517,74.58462942407505
26000000,157547.0,122.73,2.13,4.95,36,7.541355923380016,165.03011799653436
20790000,145265.0,85.44,1.57,9.37,12,27.93766534003729,143.11775031838366
17000000,125684.0,90.99,3.92,9.71,41,3.622105767943228,135.25985805671365
41000000,184768.0,112.08,3.12,12.67,19,21.120226772167836,221.89989608590233
20500000,200110.0,72.57,1.56,8.37,12,6.082035423657674,102.44365598920594
18000000,165304.0,68.81,4.36,6.61,9,26.50829541672533,108.89028698640081
31080000,156277.0,124.26,2.31,10.95,7,28.85880100145477,198.87763394485432
24870000,223155.0,59.14,1.38,5.34,28,14.231365258714515,111.44720037641997
32100000,204924.0,85.53,2.36,9.51,14,26.432608666729884,156.64343854306964
16850000,166321.0,67.62,1.0,7.73,31,0.6517825372640856,101.31011718303762
17000000,104282.0,85.36,3.17,9.23,19,24.688434063538953,163.0195048042807
235096700,167806.0,944.03,106.58,67.15,47,7.244442264985244,1401.002943875666
10750000,89591.0,85.4,1.33,10.17,16,27.30668862344635,119.98973111138396
19120000,111898.0,77.24,1.51,19.09,5,0.5330432886632299,170.86989937264295
13100000,81427.0,79.68,1.09,12.81,35,16.90736118367283,160.88029768995543
20000000,149354.0,60.76,1.26,2.89,12,22.820756211655574,133.9100392356415
32780000,225824.0,79.82,2.73,5.27,25,8.131305755588286,145.15729063341362
23380000,191307.0,73.23,2.73,2.79,21,6.197419505325145,122.21194206171232
9500000,112068.0,73.65,0.44,8.09,36,2.980897621805547,84.76996109504944
18000000,126984.0,100.29,21.61,17.1,23,10.129790506847142,141.75014175014175
12650000,116268.0,80.04,3.16,7.86,16,17.01540721311047,108.800357794062
10700000,158004.0,45.58,1.23,5.42,39,3.917393775017601,67.71980456190983
162903300,167822.0,722.34,14.77,14.77,45,11.612513178610563,970.6909701946109
19800000,140945.0,77.84,0.8,17.75,42,0.7676359372553865,140.48032920642805
13980000,101503.0,56.22,4.02,4.5,39,24.65104290474533,137.72991931272966
74500000,239302.0,158.05,12.99,9.99,14,4.289237183749146,311.32209509322945
75900000,244370.0,158.05,12.99,9.99,31,8.858616973834657,310.5945901706429
80700000,242863.0,165.05,12.99,9.42,5,1.0436177027774154,332.2861036880875
78060000,233662.0,165.05,12.99,9.42,35,13.251103124829113,334.0722924566254
16880000,99031.0,86.79,3.75,10.86,23,25.283584330865953,170.45167674768507
16750000,99493.0,86.79,3.75,10.86,29,12.0684607376333,168.35355251123195
12880000,93747.0,68.84,3.36,9.02,43,5.795171041003085,137.39106318068846
13420000,100135.0,70.55,3.8,5.13,11,22.734115604490317,134.0190742497628
11100000,97296.0,59.57,2.39,4.96,18,23.769805965186958,114.08485446472619
12850000,95326.0,70.55,3.8,5.13,47,5.6257275215732205,134.80057906552253
21760000,137327.0,82.06,7.12,8.26,12,23.2401962019592,158.45390928222417
13980000,89315.0,82.44,4.49,4.87,9,28.44528770356197,156.524659911549
7800000,79070.0,49.47,2.57,3.35,10,5.408138814502034,98.64676868597445
7900000,76033.0,55.89,2.37,3.69,44,23.244036629697998,103.90225296910552
16070000,113315.0,73.58,4.16,6.02,17,21.402874135777566,141.8170586418391
11550000,82817.0,74.74,1.61,3.33,38,14.47042970883511,139.4641196855718
9570000,84076.0,56.46,3.19,3.9,7,2.20865358648455,113.82558637423284
45800000,191592.0,130.19,6.26,14.06,46,2.7034853238566936,239.04964716689634
9880000,52769.0,159.95,6.39,20.89,13,25.646232446360106,187.23113949477914
5800000,33345.0,164.86,1.32,7.76,40,29.709376996144087,173.93912130754237
5800000,63215.0,64.54,0.93,8.82,42,20.443541587009257,91.75037570196947
13000000,71319.0,153.53,6.52,22.23,9,13.655770056804483,182.27961693237427
5600000,48780.0,98.9,1.05,10.3,50,19.603422480356276,114.80114801148011
17680000,140351.0,59.53,1.47,3.27,27,18.034677847242087,125.96988977634645
3330000,61315.0,43.79,3.1,1.6,2,11.816561681965844,54.309712142216426
9354800,105919.0,43.47,2.0,3.61,5,2.435971264933382,88.3203202447153
4910000,90674.0,32.5,0.81,7.41,29,24.734631948519507,54.15003198270728
2640000,19630.0,88.63,0.02,9.87,37,11.469089112542376,134.48802852776362
8300000,86757.0,47.66,2.45,10.11,38,24.654176479034263,95.66951369918277
9500000,46464.0,101.07,1.98,11.45,19,7.949008115807276,204.45936639118457
3000000,50925.0,49.26,0.7,3.75,8,0.5303696554461852,58.910162002945505
13700000,97690.0,70.29,1.38,8.91,48,5.188679356664317,140.2395332173201
5200000,85456.0,31.77,3.41,9.82,45,14.321912794673239,60.85002808462835
6862000,74587.0,68.14,1.45,9.17,1,28.356957231255983,91.99994637135157
9000000,85690.0,74.02,2.57,9.51,22,3.51471178096471,105.0297584315556
7100000,63792.0,79.72,2.03,11.98,17,25.699188346616197,111.29922247303737
15850000,132492.0,54.34,3.45,5.44,7,16.04721083824993,119.62986444464572
14200000,67535.0,145.98,7.82,14.21,25,24.86466259109695,210.26134596875693
7980000,39662.0,129.76,19.38,8.13,45,9.302045714204782,201.20014119308155
16380000,106169.0,78.41,2.31,9.34,4,25.27844135783792,154.28232346541833
16400000,105636.0,78.36,2.31,9.34,36,23.298272010495733,155.2501041311674
24500000,157627.0,68.73,5.18,4.89,6,7.286583649427301,155.4302245173733
12000000,77559.0,138.46,1.32,14.94,31,4.374386229076652,154.72092213669595
15000000,80832.0,100.19,4.26,6.88,19,26.107602514702638,185.57007125890738
18600000,67143.0,210.0,13.79,51.08,44,28.91548127648389,277.0206871900273
12500000,87425.0,88.49,1.27,8.55,39,1.4234182555517292,142.9796968830426
12700000,114075.0,70.5,1.5,11.58,27,22.072466975723724,111.33026517641902
10100000,69800.0,75.17,0.66,9.31,10,27.330973072960642,144.69914040114614
6200000,76018.0,42.55,3.3,4.7,26,25.79212271672871,81.559630613802
5100000,94462.0,34.3,0.97,3.12,19,28.95335393197115,53.98996421841587
33000000,72722.0,371.92,8.72,28.09,39,22.922775313923868,453.78289926019636
9480000,63808.0,107.21,1.58,13.96,3,13.547813490236853,148.57071213640924
13500000,96677.0,58.55,1.24,22.03,45,9.702583719606348,139.64024535308295
5000000,26263.0,164.47,18.98,6.62,13,9.961910842924759,190.3819061036439
8450000,74286.0,79.89,2.92,7.23,50,21.870468842116452,113.74956250168269
13480000,95508.0,80.34,0.76,11.79,28,22.50219185491345,141.14000921388785
12350000,90126.0,79.59,2.15,3.84,20,6.410594734687023,137.0303796906553
5500000,37568.0,73.24,0.72,14.75,28,26.109622997970664,146.40119250425894
11000000,78142.0,53.02,6.33,6.7,8,21.590259185966307,140.76936858539582
17500000,104747.0,80.32,4.7,9.38,41,17.101133447129786,167.06922393958777
22400000,146350.0,82.15,7.51,5.95,39,14.410207573024126,153.05773829859925
17550000,108367.0,80.5,1.77,10.38,1,16.525367770803765,161.94967102531214
6000000,48812.0,68.53,0.16,9.46,3,5.197749279238302,122.92059329673032
22880000,75865.0,279.59,4.72,16.57,13,6.509186853650089,301.58834772292886
6800000,42913.0,138.47,13.16,6.83,28,3.1893524669826547,158.46014028383007
6800000,37517.0,157.44,11.04,12.77,49,5.032912125752824,181.25116613801742
7880000,93232.0,53.57,1.98,7.57,25,13.883962220855839,84.5203363651965
39800000,170867.0,102.95,10.76,13.84,33,16.145454614983556,232.92970556046515
10000000,91592.0,81.38,2.62,12.6,38,1.0269258281104214,109.17984103415145
17900000,92047.0,102.14,6.51,10.0,6,24.005535921988812,194.465870696492
3600000,57711.0,43.27,0.7,3.42,44,9.177955213632597,62.37978894838073
17380000,119491.0,81.4,0.89,3.63,45,27.399163031317375,145.45028495869983
11880000,93854.0,60.91,5.5,3.8,32,29.04158227660644,126.57958105142029
10880000,104199.0,57.67,1.4,6.92,45,5.971036802961303,104.41558940104991
9300000,96134.0,39.2,0.9,7.28,47,14.131870077586989,96.73996712921547
9000000,48599.0,95.66,0.91,12.11,21,0.5363391374095636,185.18899565834687
22500000,113866.0,97.45,8.56,15.96,16,18.150654321111595,197.60068852862136
13750000,133236.0,41.01,1.9,4.69,21,18.415540223748803,103.20033624545918
9800000,84753.0,56.45,0.87,6.85,11,7.802428690299568,115.630125187309
16200000,117784.0,55.77,1.46,7.02,37,16.97317384120434,137.53990355226517
